0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,label
0.28,0.210034,0.236014,0.323023,0.99253,0.992911,0.983873,0.0,0.0,0.0,0.0,0.0,0.0,0.424312,0.0,0.02521,0.0,0.0,0.55418,0.544927,0.547668,0.561148,0.421053,0.536189,0.0,0.536296,0.0,0.550747,0.0,0.25,0.561158,0.0,0.105263,0.227273,0.568063,0.567806,0.226343,0.0,0
0.28,0.285207,0.257867,0.332558,0.99253,0.992882,0.983779,0.0,0.0,0.0,0.0,0.00295,0.0,0.353211,0.000229,0.020168,0.0,0.0,0.563752,0.548437,0.556113,0.56705,0.368421,0.536189,0.0,0.536296,0.0,0.558786,0.0,0.25,0.567127,0.0,0.105263,0.363636,0.571349,0.570642,0.173271,0.0,0
0.28,0.211163,0.245455,0.327674,0.99253,0.992896,0.983826,0.0,0.0,0.0,0.0,0.0,0.0,0.254587,0.0,0.013445,0.0,0.0,0.554108,0.540253,0.54584,0.557362,0.315789,0.537666,0.0,0.537778,0.0,0.547229,0.0,0.25,0.557412,0.0,0.105263,0.227273,0.562924,0.562744,0.20823,0.0,0
0.28,0.161155,0.22972,0.320698,0.99253,0.992911,0.983873,0.0,0.0,0.0,0.0,0.0,0.0,0.238532,0.0,0.015126,0.0,0.0,0.555383,0.545703,0.549041,0.56294,0.368421,0.534712,0.0,0.536296,0.0,0.553033,0.0,0.25,0.562842,0.0,0.105263,0.272727,0.568411,0.567838,0.268706,0.0,0
0.27,0.141958,0.215385,0.313256,0.99253,0.992882,0.983779,0.0,0.0,0.0,0.0,0.00295,0.0,0.259174,0.000229,0.016807,0.0,0.0,0.551943,0.536482,0.54406,0.55522,0.315789,0.534712,0.0,0.536296,0.0,0.546638,0.0,0.25,0.555216,0.0,0.052632,0.136364,0.560018,0.559536,0.186461,0.0,0
0.27,0.200355,0.223601,0.315581,0.99253,0.992882,0.983779,0.0,0.0,0.0,0.0,0.0059,0.0,0.511468,0.003891,0.247059,0.0,0.0,0.544086,0.529133,0.534743,0.546503,0.315789,0.537666,0.0,0.537778,0.0,0.534979,0.0,0.25,0.546525,0.0,0.105263,0.272727,0.553156,0.552858,0.214182,0.0,0
0.27,0.198258,0.225175,0.315349,0.99253,0.992925,0.983873,0.0,0.0,0.0,0.0,0.014749,0.0,0.268349,0.001144,0.013445,0.0,0.0,0.542094,0.532437,0.535424,0.549993,0.368421,0.536189,0.0,0.536296,0.0,0.539678,0.0,0.25,0.550096,0.0,0.052632,0.318182,0.554353,0.55407,0.302599,0.0,0
0.27,0.162768,0.210315,0.307674,0.99253,0.992925,0.983873,0.0,0.0,0.0,0.0,0.00885,0.0,0.330275,0.000687,0.020168,0.0,0.0,0.541919,0.526737,0.533728,0.545789,0.368421,0.536189,0.0,0.536296,0.0,0.536494,0.0,0.25,0.545824,0.0,0.105263,0.409091,0.549433,0.548968,0.192707,0.0,0
0.27,0.144055,0.200175,0.301395,0.99253,0.992925,0.983873,0.0,0.0,0.0,0.0,0.00295,0.0,0.245413,0.000229,0.010084,0.0,0.0,0.536974,0.522744,0.528149,0.540076,0.368421,0.537666,0.0,0.537778,0.0,0.529406,0.0,0.25,0.540044,0.0,0.052632,0.318182,0.545864,0.544896,0.221898,0.0,0
0.26,0.179222,0.202273,0.3,0.99253,0.992882,0.983733,0.0,0.0,0.0,0.0,0.011799,0.0,0.733945,0.001602,0.731092,0.0,0.0,0.529497,0.519556,0.522762,0.537624,0.315789,0.537666,0.0,0.537778,0.0,0.527582,0.0,0.25,0.537632,0.0,0.052632,0.363636,0.54329,0.542393,0.181042,0.0,0
0.26,0.164865,0.192657,0.293488,0.99253,0.992868,0.983686,0.0,0.0,0.0,0.0,0.0,0.0,0.33945,0.0,0.018487,0.0,0.0,0.534098,0.518612,0.525891,0.53788,0.315789,0.537666,0.0,0.537778,0.0,0.529046,0.0,0.25,0.537915,0.0,0.052632,0.318182,0.541955,0.541355,0.204905,0.0,0
0.26,0.208098,0.203497,0.296047,0.99253,0.992911,0.983826,0.0,0.0,0.0,0.0,0.00295,0.0,0.305046,0.000229,0.020168,0.0,0.0,0.526335,0.517638,0.519095,0.53373,0.368421,0.534712,0.0,0.536296,0.0,0.52224,0.0,0.25,0.533725,0.0,0.105263,0.318182,0.539988,0.539771,0.192248,0.0,0
0.26,0.225359,0.212238,0.298605,0.99253,0.992939,0.98392,0.0,0.0,0.0,0.0,0.00295,0.0,0.277523,0.000229,0.013445,0.0,0.0,0.525719,0.509794,0.517052,0.529432,0.368421,0.534712,0.0,0.536296,0.0,0.519852,0.0,0.25,0.529508,0.0,0.052632,0.090909,0.533692,0.533125,0.20305,0.0,0
0.26,0.228424,0.217133,0.299535,0.99253,0.992939,0.98392,0.0,0.0,0.0,0.0,0.0,0.0,0.34633,0.0,0.021849,0.0,0.0,0.527419,0.511039,0.518485,0.529769,0.368421,0.539143,0.0,0.537778,0.0,0.520571,0.0,0.25,0.529764,0.0,0.105263,0.181818,0.534582,0.533846,0.153963,0.0,0
0.26,0.226327,0.223951,0.302326,0.99253,0.992925,0.983873,0.0,0.0,0.0,0.0,0.014749,0.0,0.323394,0.001144,0.016807,0.0,0.0,0.515847,0.505794,0.50838,0.522992,0.473684,0.537666,0.0,0.537778,0.0,0.511993,0.0,0.25,0.523027,0.0,0.105263,0.409091,0.529516,0.528799,0.162359,0.0,0
0.25,0.195999,0.218007,0.299302,0.99253,0.992925,0.983873,0.0,0.0,0.0,0.0,0.00295,0.0,0.33945,0.011215,0.247059,0.0,0.0,0.514475,0.497913,0.506038,0.517791,0.315789,0.537666,0.0,0.536296,0.0,0.509579,0.0,0.25,0.517785,0.0,0.105263,0.409091,0.521382,0.521179,0.216221,0.0,0
0.25,0.117922,0.192133,0.286977,0.99253,0.992925,0.983873,0.0,0.0,0.0,0.0,0.00295,0.0,0.300459,0.000229,0.013445,0.0,0.0,0.516376,0.500564,0.507496,0.519139,0.473684,0.537666,0.0,0.537778,0.0,0.50981,0.0,0.25,0.519173,0.0,0.105263,0.318182,0.523397,0.522929,0.243354,0.0,0
0.25,0.182933,0.2,0.288605,0.99253,0.992967,0.984014,0.0,0.0,0.0,0.0,0.00295,0.0,0.300459,0.000229,0.015126,0.0,0.0,0.504993,0.495297,0.498059,0.512941,0.421053,0.536189,0.0,0.536296,0.0,0.502825,0.0,0.25,0.512975,0.0,0.105263,0.318182,0.519189,0.518145,0.154404,0.0,0
0.25,0.232296,0.216259,0.294651,0.99253,0.992939,0.98392,0.0,0.0,0.0,0.0,0.0,0.0,0.18578,0.0,0.008403,0.0,0.0,0.512862,0.496481,0.504533,0.516538,0.421053,0.536189,0.0,0.536296,0.0,0.508603,0.0,0.25,0.5166,0.0,0.105263,0.272727,0.51961,0.518842,0.160963,0.0,0
0.25,0.209711,0.212063,0.292093,0.99253,0.992896,0.983779,0.0,0.0,0.0,0.0,0.00295,0.0,0.720183,0.007095,0.70084,0.0,0.0,0.503688,0.487998,0.494272,0.50673,0.368421,0.536189,0.0,0.537778,0.0,0.496456,0.0,0.25,0.50675,0.0,0.052632,0.318182,0.511266,0.510627,0.157197,0.0,0
0.25,0.199226,0.212238,0.291628,0.99253,0.992896,0.983779,0.0,0.0,0.0,0.0,0.00295,0.0,0.293578,0.000229,0.013445,0.0,0.0,0.499949,0.489314,0.492767,0.507592,0.368421,0.534712,0.0,0.536296,0.0,0.497637,0.0,0.25,0.507572,0.0,0.052632,0.181818,0.512641,0.511879,0.14656,0.0,0
0.25,0.161478,0.198252,0.284651,0.99253,0.992896,0.983733,0.0,0.0,0.0,0.0,0.0,0.0,0.293578,0.0,0.018487,0.0,0.0,0.503516,0.486397,0.494416,0.506703,0.368421,0.539143,0.0,0.536296,0.0,0.4981,0.0,0.25,0.506764,0.0,0.052632,0.409091,0.509865,0.509161,0.184899,0.0,0
0.24,0.191321,0.20472,0.286279,0.99253,0.992896,0.983733,0.0,0.0,0.0,0.0,0.0059,0.0,0.197248,0.000916,0.008403,0.0,0.0,0.492269,0.477154,0.482649,0.495453,0.368421,0.537666,0.0,0.537778,0.0,0.484591,0.0,0.25,0.495486,0.0,0.105263,0.409091,0.500631,0.500242,0.180472,0.0,0
0.24,0.178739,0.201049,0.283721,0.99253,0.992911,0.983779,0.0,0.0,0.0,0.0,0.0,0.0,0.268349,0.0,0.016807,0.0,0.0,0.488883,0.47867,0.481706,0.497676,0.526316,0.537666,0.0,0.536296,0.0,0.487493,0.0,0.25,0.497709,0.0,0.105263,0.363636,0.501554,0.500836,0.155121,0.0,0
0.24,0.170834,0.194406,0.279535,0.99253,0.992967,0.983967,0.0,0.0,0.0,0.0,0.0,0.0,0.288991,0.0,0.013445,0.0,0.0,0.491592,0.474122,0.482685,0.494564,0.421053,0.542097,0.0,0.542222,0.0,0.486748,0.0,0.25,0.494584,0.0,0.105263,0.409091,0.497863,0.497334,0.163626,0.0,0
