0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,label
0.20202,0.005564,0.008312,0.011156,0.976471,0.541461,0.316647,0.0,5.8e-05,0.0,0.0,0.013462,0.0,0.010583,0.001481,0.000834,0.0,0.0,0.282665,0.445078,0.364124,0.381745,0.2878,0.14222,0.209836,0.124505,0.0,0.383274,0.0,0.137931,0.333013,0.371795,0.166667,0.089041,0.349587,0.349219,0.0,0.0,0
0.161616,0.006639,0.008312,0.011081,0.976471,0.541602,0.316785,0.0,0.0,0.0,0.0,0.025,0.0,0.008218,0.000858,0.000818,0.0,0.0,0.237132,0.323786,0.299506,0.303814,0.272502,0.170358,0.193443,0.158946,0.0,0.313696,0.0,0.149425,0.280875,0.305556,0.0,0.068493,0.289256,0.288825,0.0,0.0,0
0.181818,0.007387,0.008312,0.011081,0.976471,0.540825,0.315957,0.0,5.8e-05,0.0,0.0,0.026923,0.0,0.009696,0.001377,0.000883,0.0,0.0,0.253932,0.371747,0.33185,0.342273,0.276821,0.174955,0.214208,0.165146,0.0,0.350516,0.0,0.137931,0.31267,0.344017,0.166667,0.075342,0.32438,0.323747,0.0,0.0,0
0.181818,0.008696,0.008534,0.011081,0.976471,0.539483,0.314645,0.0,5.8e-05,0.0,0.0,0.021154,0.0,0.011145,0.001559,0.001079,0.0,0.0,0.25064,0.379504,0.322881,0.33968,0.292927,0.155871,0.206557,0.140692,0.0,0.339851,0.0,0.137931,0.306984,0.331197,0.166667,0.089041,0.314876,0.314297,0.0,0.0,0
0.191919,0.00921,0.0087,0.011156,0.976471,0.54252,0.317545,0.0,0.000117,0.00657,0.000731,0.053846,0.0,0.009135,0.002157,0.000834,0.0,0.0,0.270749,0.398105,0.346751,0.35853,0.286084,0.145006,0.217486,0.12726,0.0,0.364398,0.0,0.137931,0.324443,0.352564,0.166667,0.09589,0.332645,0.332375,0.0,0.0,0
0.181818,0.004629,0.007425,0.010557,0.976471,0.544639,0.319547,0.0,0.0,0.0,0.0,0.015385,0.0,0.008706,0.001013,0.000818,0.0,0.0,0.248493,0.366584,0.322034,0.334113,0.278061,0.167293,0.203279,0.154469,0.0,0.339766,0.0,0.137931,0.304821,0.337607,0.0,0.109589,0.314463,0.314297,0.0,0.0,0
0.20202,0.004582,0.006871,0.010258,0.976471,0.543368,0.318304,0.0,0.002217,0.0,0.0,0.067308,0.0,0.021299,0.026973,0.009828,0.0,0.0,0.29068,0.419992,0.371681,0.38263,0.308203,0.159772,0.227322,0.146203,0.0,0.391569,0.0,0.137931,0.34791,0.388889,0.0,0.089041,0.366116,0.365653,0.0,0.0,0
0.181818,0.008322,0.007647,0.010482,0.976471,0.545628,0.320445,0.0,0.000117,0.0,0.0,0.028846,0.0,0.009327,0.003053,0.000883,0.0,0.0,0.26218,0.380652,0.334887,0.345563,0.300402,0.171751,0.204372,0.160152,0.0,0.352379,0.0,0.137931,0.313551,0.349359,0.0,0.089041,0.32562,0.32539,0.0,0.0,0
0.171717,0.011782,0.009088,0.011081,0.976471,0.546617,0.321342,0.0,5.8e-05,0.0,0.0,0.021154,0.0,0.011071,0.001572,0.000997,0.0,0.0,0.255309,0.354195,0.314901,0.322538,0.273504,0.146399,0.194536,0.129154,0.0,0.328424,0.0,0.137931,0.293849,0.317308,0.166667,0.09589,0.307025,0.306491,0.0,0.0,0
0.181818,0.008322,0.008866,0.011006,0.976471,0.545628,0.320376,0.0,0.0,0.0,0.0,0.025,0.0,0.008292,0.001026,0.000736,0.0,0.0,0.266581,0.385951,0.337571,0.348789,0.290629,0.182477,0.208743,0.173239,0.0,0.354579,0.0,0.137931,0.316114,0.350427,0.0,0.068493,0.330992,0.33032,0.0,0.0,0
0.20202,0.00706,0.008312,0.010782,0.976471,0.545769,0.320445,0.0,0.000117,0.0,0.0,0.026923,0.0,0.009992,0.002261,0.000818,0.0,0.0,0.271286,0.415052,0.355579,0.371877,0.295817,0.171333,0.221858,0.16084,0.0,0.376079,0.0,0.137931,0.335336,0.370726,0.166667,0.068493,0.355785,0.355382,0.0,0.0,0
0.212121,0.011782,0.009808,0.011456,0.976471,0.546193,0.32079,0.0,5.8e-05,0.0,0.0,0.028846,0.0,0.008396,0.002196,0.000834,0.0,0.0,0.285599,0.427144,0.360876,0.374533,0.30353,0.14236,0.216393,0.123816,0.0,0.378534,0.0,0.137931,0.334695,0.365385,0.166667,0.09589,0.34876,0.347987,0.0,0.0,0
0.191919,0.012203,0.010362,0.011755,0.976471,0.547676,0.32224,0.0,5.8e-05,0.0,0.0,0.030769,0.0,0.008839,0.00165,0.00067,0.0,0.0,0.262949,0.395536,0.34209,0.353217,0.308486,0.150857,0.210929,0.133804,0.0,0.360928,0.0,0.137931,0.317476,0.350427,0.166667,0.09589,0.329752,0.329499,0.0,0.0,0
0.232323,0.009725,0.009919,0.01168,0.976471,0.54923,0.32369,0.0,5.8e-05,0.0,0.0,0.021154,0.0,0.010657,0.001832,0.001096,0.0,0.0,0.311041,0.446944,0.385311,0.398381,0.324797,0.158796,0.236066,0.144825,0.0,0.402235,0.0,0.137931,0.358802,0.393162,0.166667,0.089041,0.372314,0.371816,0.0,0.0,0
0.222222,0.007013,0.009143,0.011381,0.976471,0.549583,0.323966,0.0,5.8e-05,0.001919,0.000183,0.057692,0.0,0.008484,0.001403,0.000834,0.0,0.0,0.304099,0.440768,0.380297,0.392371,0.32694,0.183173,0.231694,0.1741,0.0,0.397833,0.0,0.137931,0.353276,0.392094,0.166667,0.09589,0.367769,0.367297,0.0,0.0,0
0.222222,0.006779,0.008811,0.011231,0.976471,0.544074,0.31858,0.0,5.8e-05,0.0,0.0,0.023077,0.0,0.0098,0.001468,0.000883,0.0,0.0,0.30859,0.468448,0.382415,0.401101,0.31611,0.144867,0.22623,0.127432,0.0,0.398849,0.0,0.137931,0.350312,0.382479,0.166667,0.09589,0.365289,0.364421,0.0,0.0,0
0.222222,0.011174,0.010196,0.011905,0.976471,0.542167,0.316647,0.0,0.005425,0.0,0.0,0.071154,0.01,0.03172,0.047853,0.009697,0.0,0.0,0.301594,0.437581,0.375918,0.390158,0.325744,0.142638,0.229508,0.124333,0.0,0.393347,0.0,0.137931,0.351994,0.385684,0.166667,0.082192,0.361157,0.360312,0.0,0.0,0
0.222222,0.008696,0.009753,0.011755,0.976471,0.542803,0.317269,0.0,0.000175,0.0,0.0,0.019231,0.0,0.009519,0.003768,0.000883,0.0,0.0,0.277208,0.451526,0.36589,0.389462,0.30868,0.164229,0.221858,0.150336,0.0,0.38776,0.0,0.137931,0.342063,0.377137,0.0,0.075342,0.350413,0.350041,0.0,0.0,0
0.222222,0.008883,0.009697,0.011755,0.976471,0.540048,0.314507,0.0,5.8e-05,0.0,0.0,0.017308,0.0,0.009519,0.00126,0.001014,0.0,0.0,0.284257,0.453354,0.371963,0.391296,0.318768,0.141802,0.224044,0.122955,0.0,0.39267,0.0,0.137931,0.344866,0.379274,0.0,0.068493,0.36157,0.361134,0.0,0.0,0
0.212121,0.008509,0.009531,0.011755,0.976471,0.538353,0.312781,0.0,0.000233,0.006348,0.000548,0.051923,0.0,0.009755,0.00482,0.00085,0.0,0.0,0.283291,0.452502,0.367797,0.391423,0.301714,0.150021,0.232787,0.134148,0.0,0.388184,0.0,0.137931,0.342784,0.371795,0.0,0.10274,0.354545,0.35415,0.0,0.0,0
0.222222,0.007995,0.009365,0.01168,0.976471,0.536728,0.311192,0.0,5.8e-05,0.0,0.0,0.013462,0.0,0.010657,0.001845,0.000932,0.0,0.0,0.295994,0.435568,0.382486,0.395597,0.325506,0.144867,0.246995,0.126916,0.0,0.402827,0.0,0.137931,0.358001,0.394231,0.166667,0.10274,0.376033,0.375514,0.0,0.0,0
0.20202,0.00893,0.00931,0.01168,0.976471,0.532985,0.307464,0.0,0.0,0.0,0.0,0.023077,0.0,0.007982,0.00091,0.000818,0.0,0.0,0.27855,0.414558,0.358757,0.374723,0.311431,0.198356,0.22623,0.192698,0.0,0.378195,0.0,0.137931,0.33966,0.38141,0.166667,0.089041,0.356612,0.356204,0.0,0.0,0
0.161616,0.006966,0.009088,0.011605,0.976471,0.530372,0.30484,0.0,5.8e-05,0.0,0.0,0.017308,0.0,0.009844,0.001637,0.000834,0.0,0.0,0.237024,0.344153,0.286229,0.307104,0.268632,0.146678,0.19235,0.12881,0.0,0.296936,0.0,0.137931,0.275188,0.271368,0.166667,0.10274,0.272727,0.272802,0.0,0.0,0
0.070707,0.004255,0.007924,0.011081,0.976471,0.531078,0.305531,0.0,0.000117,0.0,0.0,0.028846,0.0,0.009888,0.002897,0.000916,0.0,0.0,0.159948,0.137535,0.181427,0.181858,0.197472,0.143613,0.154098,0.124849,0.0,0.186474,0.0,0.137931,0.190694,0.192308,0.0,0.109589,0.198347,0.198439,0.0,0.0,0
0.090909,0.004722,0.007536,0.010782,0.976471,0.524227,0.298764,0.0,0.000175,0.0,0.0,0.036538,0.0,0.010214,0.004223,0.000834,0.0,0.0,0.204766,0.172021,0.231568,0.231134,0.211126,0.147374,0.203279,0.129843,0.0,0.238192,0.0,0.137931,0.244033,0.248932,0.0,0.089041,0.252066,0.252671,0.0,0.0,0
0.090909,0.005236,0.007204,0.010557,0.976471,0.52013,0.29469,0.0,5.8e-05,0.0,0.0,0.032692,0.0,0.00878,0.001234,0.00085,0.0,0.0,0.188682,0.1634,0.232274,0.229679,0.24211,0.144588,0.205464,0.126055,0.0,0.244202,0.0,0.137931,0.247397,0.25641,0.0,0.068493,0.259917,0.260066,0.0,0.0,0
0.10101,0.004208,0.006539,0.010183,0.976471,0.519777,0.294207,0.0,0.0021,0.0,0.0,0.071154,0.0,0.02226,0.025141,0.010613,0.0,0.0,0.207486,0.166537,0.225494,0.222911,0.238179,0.148071,0.196721,0.13036,0.0,0.228796,0.0,0.137931,0.235384,0.237179,0.0,0.089041,0.243802,0.244043,0.0,0.0,0
0.080808,0.002992,0.005708,0.009659,0.976471,0.51794,0.292274,0.0,5.8e-05,0.0,0.0,0.028846,0.0,0.00943,0.001598,0.00072,0.0,0.0,0.18573,0.164845,0.216949,0.217787,0.239175,0.144588,0.189071,0.126399,0.0,0.225157,0.0,0.137931,0.228336,0.232906,0.0,0.089041,0.240496,0.240345,0.0,0.0,0
0.080808,0.002571,0.005098,0.009209,0.976471,0.518717,0.293033,0.0,5.8e-05,0.0,0.0,0.023077,0.0,0.010317,0.001455,0.000981,0.0,0.0,0.191061,0.149356,0.222528,0.217661,0.215959,0.14431,0.198907,0.126227,0.0,0.230405,0.0,0.137931,0.237306,0.242521,0.0,0.09589,0.25124,0.251438,0.0,0.0,0
0.080808,0.002805,0.004655,0.008835,0.976471,0.517234,0.291514,0.0,0.000117,0.0,0.0,0.026923,0.0,0.008957,0.003079,0.000785,0.0,0.0,0.201796,0.15321,0.223164,0.216965,0.222858,0.150021,0.197814,0.132254,0.0,0.22795,0.0,0.137931,0.234423,0.235043,0.0,0.09589,0.242975,0.24281,0.0,0.0,0
0.10101,0.004208,0.00471,0.00861,0.976471,0.519141,0.293378,0.0,5.8e-05,0.0,0.0,0.021154,0.0,0.009667,0.001247,0.000834,0.0,0.0,0.220332,0.179815,0.261653,0.257638,0.24644,0.145146,0.239344,0.126744,0.0,0.272389,0.0,0.137931,0.279273,0.287393,0.0,0.09589,0.293802,0.293755,0.0,0.0,0
0.080808,0.003647,0.004599,0.008461,0.976471,0.521896,0.296002,0.0,0.000408,0.0,0.0,0.030769,0.0,0.009874,0.008562,0.000801,0.0,0.0,0.187787,0.140512,0.206638,0.199633,0.242846,0.143474,0.177049,0.125022,0.0,0.210598,0.0,0.149425,0.215842,0.21688,0.0,0.09589,0.225207,0.225144,0.0,0.0,0
0.090909,0.004956,0.005043,0.008461,0.976471,0.520554,0.294621,0.0,0.000408,0.0,0.0,0.067308,0.0,0.009075,0.009147,0.000834,0.0,0.0,0.207056,0.164956,0.246893,0.241951,0.225582,0.144449,0.22623,0.126227,0.0,0.257491,0.0,0.137931,0.263735,0.270299,0.0,0.082192,0.272727,0.272802,0.0,0.0,0
0.090909,0.004488,0.004932,0.008236,0.976471,0.520695,0.294759,0.0,0.000175,0.0,0.0,0.026923,0.0,0.009844,0.004392,0.000948,0.0,0.0,0.208613,0.189647,0.254379,0.257259,0.257026,0.142638,0.234973,0.123988,0.0,0.266294,0.0,0.137931,0.272866,0.277778,0.0,0.068493,0.283471,0.283484,0.0,0.0,0
0.080808,0.004582,0.004987,0.008161,0.976471,0.517728,0.29179,0.0,0.000117,0.007086,0.000731,0.05,0.0,0.012091,0.002066,0.001063,0.0,0.0,0.188217,0.15027,0.21822,0.214498,0.243079,0.143335,0.195628,0.125883,0.0,0.226088,0.0,0.137931,0.23202,0.236111,0.0,0.075342,0.242149,0.241988,0.0,0.0,0
0.090909,0.004442,0.004766,0.007937,0.976471,0.513561,0.287648,0.0,5.8e-05,0.0,0.0,0.025,0.0,0.009179,0.001871,0.000818,0.0,0.0,0.216235,0.186831,0.26024,0.259346,0.238904,0.14417,0.238251,0.125366,0.0,0.271796,0.0,0.137931,0.278872,0.286325,0.0,0.10274,0.286777,0.286771,0.0,0.0,0
0.090909,0.002992,0.004322,0.007562,0.976471,0.514762,0.288821,0.0,0.005658,0.0,0.0,0.078846,0.01,0.031232,0.05049,0.009632,0.0,0.0,0.209597,0.161485,0.228672,0.221393,0.252209,0.144031,0.195628,0.125538,0.0,0.233029,0.0,0.137931,0.236905,0.237179,0.0,0.089041,0.240496,0.240756,0.0,0.0,0
0.090909,0.002758,0.004045,0.007188,0.976471,0.514691,0.288683,0.0,5.8e-05,0.0,0.0,0.019231,0.0,0.010908,0.001624,0.001014,0.0,0.0,0.222783,0.197095,0.254167,0.25593,0.251672,0.146817,0.220765,0.128982,0.0,0.262147,0.0,0.137931,0.267179,0.270299,0.0,0.09589,0.272314,0.272391,0.0,0.0,0
0.090909,0.001964,0.003436,0.006888,0.976471,0.512926,0.286888,0.0,5.8e-05,0.0,0.0,0.030769,0.0,0.009844,0.001585,0.00103,0.0,0.0,0.221459,0.171033,0.24654,0.239231,0.25676,0.148767,0.214208,0.130877,0.0,0.252243,0.0,0.137931,0.257729,0.261752,0.0,0.109589,0.26281,0.262942,0.0,0.0,0
0.090909,0.002852,0.003436,0.006664,0.976471,0.51116,0.285162,0.0,5.8e-05,0.0,0.0,0.007692,0.0,0.009815,0.001286,0.000818,0.0,0.0,0.214123,0.165833,0.237147,0.231071,0.238971,0.147235,0.205464,0.131221,0.0,0.242594,0.0,0.137931,0.248278,0.252137,0.0,0.089041,0.252479,0.252671,0.0,0.0,0
0.090909,0.002805,0.00338,0.006514,0.976471,0.513703,0.287579,0.0,5.8e-05,0.0,0.0,0.019231,0.0,0.008484,0.001195,0.000736,0.0,0.0,0.198469,0.157545,0.235099,0.229806,0.245969,0.14222,0.218579,0.124849,0.0,0.244371,0.0,0.137931,0.25044,0.252137,0.0,0.075342,0.258264,0.258012,0.0,0.0,0
0.10101,0.002852,0.003214,0.006289,0.976471,0.516104,0.289926,0.0,0.0,0.0,0.0,0.025,0.0,0.008218,0.001078,0.000785,0.0,0.0,0.22459,0.174701,0.263489,0.258271,0.246429,0.145285,0.245902,0.128466,0.0,0.273489,0.0,0.137931,0.282156,0.288462,0.0,0.075342,0.293802,0.293755,0.0,0.0,0
0.080808,0.0036,0.00338,0.00614,0.976471,0.516457,0.290202,0.0,5.8e-05,0.0,0.0,0.013462,0.0,0.009578,0.00126,0.000769,0.0,0.0,0.185712,0.146688,0.220056,0.216016,0.247309,0.142778,0.201093,0.124849,0.0,0.228881,0.0,0.137931,0.236024,0.239316,0.0,0.082192,0.247934,0.248562,0.0,0.0,0
0.090909,0.002758,0.003103,0.005915,0.976471,0.517163,0.290824,0.0,5.8e-05,0.0,0.0,0.019231,0.0,0.00943,0.001065,0.000916,0.0,0.0,0.207199,0.171169,0.248588,0.245809,0.243195,0.144867,0.230601,0.126055,0.0,0.259607,0.0,0.137931,0.266859,0.271368,0.0,0.089041,0.278512,0.278554,0.0,0.0,0
0.080808,0.0036,0.003325,0.00584,0.976471,0.515186,0.28889,0.0,5.8e-05,0.0,0.0,0.021154,0.0,0.009918,0.001338,0.00085,0.0,0.0,0.18632,0.150925,0.216314,0.212411,0.238677,0.146956,0.19235,0.129499,0.0,0.223887,0.0,0.137931,0.229938,0.232906,0.0,0.10274,0.238843,0.238702,0.0,0.0,0
0.10101,0.005236,0.003879,0.00599,0.976471,0.515044,0.288683,0.0,5.8e-05,0.0,0.0,0.023077,0.0,0.009238,0.00165,0.00085,0.0,0.0,0.219884,0.186757,0.266384,0.263774,0.270619,0.142638,0.245902,0.125022,0.0,0.278652,0.0,0.137931,0.286,0.292735,0.0,0.089041,0.29876,0.299096,0.0,0.0,0
0.090909,0.004068,0.003824,0.00584,0.976471,0.518082,0.291583,0.0,0.002217,0.0,0.0,0.065385,0.0,0.021151,0.027233,0.009681,0.0,0.0,0.204999,0.170934,0.243573,0.23999,0.258111,0.144449,0.221858,0.126399,0.0,0.253597,0.0,0.137931,0.25925,0.261752,0.0,0.089041,0.267769,0.267872,0.0,0.0,0
0.10101,0.005891,0.004433,0.006065,0.976471,0.519141,0.292619,0.0,5.8e-05,0.0,0.0,0.028846,0.0,0.0098,0.001767,0.000867,0.0,0.0,0.233714,0.204012,0.266808,0.268455,0.261251,0.143753,0.242623,0.126399,0.0,0.274759,0.0,0.137931,0.282476,0.284188,0.0,0.10274,0.292975,0.292933,0.0,0.0,0
0.080808,0.004161,0.004156,0.00584,0.976471,0.517446,0.290893,0.0,0.000117,0.0,0.0,0.021154,0.0,0.010701,0.002274,0.001112,0.0,0.0,0.185497,0.163844,0.213771,0.214878,0.252442,0.147235,0.190164,0.130188,0.0,0.220416,0.0,0.137931,0.225292,0.224359,0.0,0.068493,0.233058,0.23295,0.0,0.0,0
0.10101,0.003974,0.004267,0.00584,0.976471,0.517658,0.2911,0.0,0.00035,0.006939,0.000731,0.084615,0.0,0.011618,0.006172,0.001047,0.0,0.0,0.219688,0.188918,0.259251,0.260801,0.254789,0.145842,0.239344,0.128293,0.0,0.26968,0.0,0.137931,0.277511,0.284188,0.0,0.075342,0.292975,0.293344,0.0,0.0,0
0.080808,0.003413,0.004045,0.00569,0.976471,0.517728,0.2911,0.0,0.0,0.0,0.0,0.023077,0.0,0.00844,0.001026,0.000752,0.0,0.0,0.206609,0.151505,0.230155,0.224113,0.254435,0.14417,0.209836,0.125538,0.0,0.235314,0.0,0.137931,0.245074,0.246795,0.0,0.09589,0.256198,0.256368,0.0,0.0,0
0.080808,0.004114,0.004156,0.00569,0.976471,0.516386,0.289719,0.0,0.000117,0.0,0.0,0.05,0.0,0.00878,0.00278,0.000769,0.0,0.0,0.190221,0.141253,0.221328,0.213549,0.227963,0.15211,0.2,0.136043,0.0,0.229304,0.0,0.137931,0.234823,0.238248,0.0,0.089041,0.245455,0.245686,0.0,0.0,0
0.080808,0.00346,0.00399,0.005541,0.976471,0.514903,0.288269,0.0,0.0,0.0,0.0,0.015385,0.0,0.009297,0.000871,0.000834,0.0,0.0,0.188485,0.15148,0.226766,0.224239,0.241733,0.143753,0.209836,0.12726,0.0,0.236668,0.0,0.137931,0.245395,0.252137,0.0,0.09589,0.261157,0.261298,0.0,0.0,0
0.090909,0.003086,0.003768,0.005466,0.976471,0.517163,0.290409,0.0,5.8e-05,0.0,0.0,0.011538,0.0,0.010805,0.001377,0.000981,0.0,0.0,0.220081,0.176332,0.243856,0.240939,0.232974,0.142638,0.215301,0.123816,0.0,0.249534,0.0,0.137931,0.255166,0.257479,0.0,0.109589,0.265289,0.264996,0.0,0.0,0
0.090909,0.003039,0.003657,0.005316,0.976471,0.518294,0.291514,0.0,0.0,0.0,0.0,0.019231,0.0,0.008351,0.001065,0.000785,0.0,0.0,0.222336,0.160102,0.244209,0.235499,0.250742,0.14431,0.217486,0.12571,0.0,0.249619,0.0,0.137931,0.257649,0.261752,0.0,0.09589,0.269008,0.269104,0.0,0.0,0
0.080808,0.001917,0.003214,0.005016,0.976471,0.516881,0.290064,0.0,5.8e-05,0.0,0.0,0.011538,0.0,0.008336,0.001091,0.000687,0.0,0.0,0.202369,0.154272,0.231638,0.225441,0.251312,0.145563,0.20765,0.126571,0.0,0.239208,0.0,0.137931,0.245635,0.25,0.0,0.089041,0.254959,0.255136,0.0,0.0,0
0.10101,0.001543,0.002826,0.004792,0.976471,0.517234,0.29034,0.0,0.005191,0.0,0.0,0.073077,0.01,0.033006,0.044072,0.009877,0.0,0.0,0.228508,0.179173,0.264689,0.259156,0.25794,0.143892,0.240437,0.126055,0.0,0.274166,0.0,0.137931,0.281515,0.290598,0.0,0.082192,0.298347,0.298685,0.0,0.0,0
0.090909,0.002618,0.002937,0.004717,0.976471,0.518576,0.291652,0.0,5.8e-05,0.0,0.0,0.015385,0.0,0.009208,0.001559,0.00085,0.0,0.0,0.207933,0.191265,0.234393,0.240053,0.258781,0.145842,0.209836,0.127432,0.0,0.240477,0.0,0.137931,0.246036,0.245726,0.0,0.068493,0.253306,0.253492,0.0,0.0,0
