0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,label
0.01087,0.0,0.002845,0.004666,0.0,0.261584,0.245902,0.0,0.000397,0.00734,0.097541,0.000709,0.03,0.038154,0.000113,0.096188,0.0,0.0,0.003342,0.003676,0.005187,0.006316,0.001917,0.17069,0.0,0.170898,0.0,0.005187,0.0,0.0,0.006303,0.0,0.0,0.00939,0.470588,0.470588,0.0,0.0,0
0.01087,0.011208,0.007112,0.004666,0.0,0.263079,0.262295,0.0,0.003285,0.0,0.112289,0.000222,0.01,0.086336,0.000483,0.112847,0.0,0.0,0.003565,0.003913,0.005269,0.006452,0.001917,0.17112,0.0,0.171328,0.0,0.005269,0.0,0.0,0.006452,0.0,0.0,0.00939,0.470588,0.490196,0.0,0.0,0
0.021739,0.019925,0.009957,0.006221,0.0,0.263079,0.262295,0.0,0.052185,0.0,0.118719,0.000355,0.17,0.478739,0.00147,0.119475,0.0,0.0,0.003478,0.003834,0.005128,0.006411,0.002211,0.17069,0.0,0.170826,0.0,0.005128,0.0,0.0,0.006398,0.0,0.0,0.018779,0.490196,0.490196,0.0,0.0,0
0.021739,0.007472,0.007112,0.004666,0.0,0.261584,0.245902,0.0,0.02273,0.0,0.163939,0.00031,0.07,0.231571,0.001305,0.164741,0.0,0.0,0.00424,0.004629,0.005327,0.007209,0.001401,0.170475,0.0,0.170683,0.0,0.005339,0.0,0.0,0.007209,0.0,0.0,0.00939,0.470588,0.470588,0.0,0.0,0
0.021739,0.002491,0.00569,0.004666,0.0,0.26009,0.229508,0.0,0.000551,0.0,0.10909,4.4e-05,0.0,0.047064,0.000144,0.109078,0.0,0.0,0.002957,0.00327,0.004964,0.005856,0.001401,0.17112,0.0,0.171328,0.0,0.004965,0.0,0.0,0.005857,0.0,0.0,0.00939,0.529412,0.529412,0.0,0.0,0
0.01087,0.001245,0.004267,0.00311,0.0,0.26009,0.229508,0.0,0.000154,0.0,0.07423,0.0,0.0,0.035299,5.7e-05,0.074603,0.0,0.0,0.004078,0.004448,0.005269,0.007128,0.001769,0.170618,0.0,0.170826,0.0,0.005269,0.0,0.0,0.007115,0.0,0.0,0.004695,0.509804,0.509804,0.0,0.0,0
0.01087,0.019925,0.008535,0.004666,0.0,0.261584,0.245902,0.0,0.000309,0.0,0.080995,4.4e-05,0.0,0.037941,9.4e-05,0.081048,0.0,0.0,0.003237,0.003581,0.004941,0.006262,0.001622,0.17069,0.0,0.170898,0.0,0.004941,0.0,0.0,0.006249,0.0,0.0,0.023474,0.509804,0.509804,0.0,0.0,0
0.021739,0.014944,0.008535,0.004666,0.0,0.261584,0.245902,0.0,0.000309,0.0,0.107597,8.9e-05,0.0,0.033721,0.000106,0.108196,0.0,0.0,0.003651,0.004005,0.005058,0.006492,0.001769,0.170761,0.0,0.170898,0.0,0.005058,0.0,0.0,0.006492,0.0,0.0,0.00939,0.509804,0.529412,0.0,0.0,0
0.021739,0.012453,0.008535,0.004666,0.0,0.26009,0.229508,0.0,0.000287,0.0,0.076211,8.9e-05,0.0,0.039282,8.6e-05,0.076579,0.0,0.0,0.002955,0.003255,0.004847,0.005654,0.001843,0.170332,0.0,0.170539,0.0,0.004847,0.0,0.0,0.005654,0.0,0.0,0.0,0.509804,0.529412,0.0,0.0,0
0.01087,0.011208,0.009957,0.004666,0.0,0.261584,0.245902,0.0,0.000265,0.0,0.078161,8.9e-05,0.0,0.045945,7.4e-05,0.078251,0.0,0.0,0.003347,0.003662,0.004941,0.005978,0.001179,0.170761,0.0,0.17097,0.0,0.004941,0.0,0.0,0.005965,0.0,0.0,0.014085,0.529412,0.529412,0.0,0.0,0
